"","X","republican","democrat","place_lat","place_lon"
"12570",519882,0,1,29.8385,-95.4464865
"12571",520566,0,1,37.2691755,-119.3066075
"12572",520589,0,1,33.63128,-84.4703885
"12573",520685,1,0,35.20906,-80.8467855
"12574",520741,1,0,45.58249,-122.340638
"12575",520756,1,0,39.7795625,-86.1429225
"12576",520780,1,0,37.98654,-122.5207275
"12577",520783,0,1,37.98654,-122.5207275
"12578",520799,1,0,38.498196,-98.319925
"12579",520977,1,0,35.201735,-87.0359415
"12580",520979,1,0,44.14544,-120.5834015
"12581",521065,1,0,38.86328,-77.351723
"12582",521079,1,0,42.74662,-75.770041
"12583",521131,1,0,40.78071,-73.9685415
"12584",521334,0,1,43.91674,-88.025072
"12585",521337,1,0,39.4474935,-74.648727
"12586",521421,1,0,35.21439,-88.2362065
"12587",521486,0,1,41.83358,-87.732013
"12588",521493,0,1,41.83358,-87.732013
"12589",521507,0,1,41.83358,-87.732013
"12590",521511,0,1,42.045437,-87.6991955
"12591",521629,1,0,40.21659,-74.288077
"12592",521630,1,0,40.21659,-74.288077
"12593",521647,1,0,40.21659,-74.288077
"12594",521726,1,0,40.21659,-74.288077
"12595",521760,1,0,40.21659,-74.288077
"12596",521807,1,0,40.21659,-74.288077
"12597",521904,1,0,40.21659,-74.288077
"12598",521981,1,0,40.21659,-74.288077
"12599",522012,1,0,40.21659,-74.288077
"12600",522065,1,0,40.216589,-74.288077
"12601",522078,1,0,40.21659,-74.288077
"12602",522110,1,0,40.21659,-74.288077
"12603",522120,1,0,40.1924225,-74.0163595
"12604",522200,1,0,40.21659,-74.288077
"12605",522334,1,0,40.21659,-74.288077
"12606",522346,1,0,40.21659,-74.288077
"12607",522402,1,0,40.21659,-74.288077
"12608",522405,1,0,40.21659,-74.288077
"12609",522437,0,1,44.53209,-72.017887
"12610",522455,0,1,46.5998,-120.6077525
"12611",522456,1,0,46.5998045,-120.6077525
"12612",522691,0,1,40.3651595,-82.6694675
"12613",522718,1,0,43.04359,-85.6014885
"12614",522727,1,0,38.00338,-79.420865
"12615",522728,0,1,34.16825,-111.931711
"12616",522749,0,1,31.1688935,-100.0768885
"12617",522768,1,0,38.9201425,-80.1818345
"12618",522797,0,1,36.0878385,-79.300889
"12619",522807,1,0,32.810012,-117.104989
"12620",522916,1,0,42.3136695,-71.0887125
"12621",522980,0,1,35.209059,-80.8467855
"12622",522984,0,1,31.1688935,-100.0768885
"12623",522991,1,1,35.209059,-80.8467855
"12624",523055,0,1,41.8335845,-87.732013
"12625",523066,0,1,45.00118,-86.2705395
"12626",523068,1,0,43.5232425,-70.3892995
"12627",523138,1,0,32.230987,-90.1580165
"12628",523139,0,1,32.1985,-90.273445
"12629",523211,0,1,39.99468,-82.985772
"12630",523216,1,0,42.7430345,-78.8500525
"12631",523253,0,1,40.24865,-111.671789
"12632",523259,0,1,29.67317,-82.3302695
"12633",523263,0,1,39.77435,-89.6596895
"12634",523267,1,0,43.05672,-87.9672925
"12635",523268,1,0,43.05672,-87.9672925
"12636",523270,1,0,39.19112,-84.204681
"12637",523307,1,0,37.822244,-85.7682405
"12638",523470,1,0,47.2429605,-122.455344
"12639",523532,0,1,38.81637,-106.1154315
"12640",523567,1,1,38.81637,-106.1154315
"12641",523569,0,1,38.81637,-106.1154315
"12642",523595,1,0,29.9826,-90.011008
"12643",523604,1,0,39.7393,-89.2665075
"12644",523609,0,1,38.8986,-77.0143985
"12645",523610,0,1,38.8986,-77.0143985
"12646",523689,0,1,38.898603,-77.0143985
"12647",523705,1,0,38.8885185,-104.789327
"12648",523772,1,0,29.838495,-95.4464865
"12649",523773,1,0,30.10931,-95.259508
"12650",523993,1,0,39.13704,-84.5398125
"12651",524027,1,0,39.83687,-75.0228875
"12652",524450,1,0,46.44186,-93.3613205
"12653",524496,1,0,43.6120725,-116.399697
"12654",524513,1,0,43.6120725,-116.399697
"12655",524530,1,0,43.6120725,-116.399697
"12656",524729,1,0,41.83358,-87.732013
"12657",524741,1,0,32.18939,-110.9155735
"12658",524901,1,0,32.57623,-86.6807375
"12659",524910,1,0,32.57623,-86.6807375
"12660",524913,1,0,32.57623,-86.6807375
"12661",524984,1,0,32.576227,-86.6807375
"12662",525015,1,0,32.576227,-86.6807375
"12663",525127,0,1,37.973327,-121.9986445
"12664",525142,1,0,42.246208,-83.179169
"12665",525263,0,1,34.1682535,-111.931711
"12666",525471,1,0,33.8904245,-117.789005
"12667",525902,0,1,43.87176,-72.4511725
"12668",526199,0,1,34.02079,-118.4119065
"12669",526377,1,0,39.9946835,-82.985772
"12670",526379,1,0,40.36516,-82.6694675
"12671",526383,0,1,33.77796,-116.2934165
"12672",526565,1,1,40.19724,-85.39135
"12673",526681,0,1,41.1179365,-77.604684
"12674",526685,1,0,39.71356,-104.9220935
"12675",526708,1,0,44.27071,-121.1814715
"12676",526717,1,0,44.27071,-121.1814715
"12677",526726,1,0,29.417501,-98.5406515
"12678",526767,1,0,38.8632755,-77.351723
"12679",526802,1,0,38.8632755,-77.351723
"12680",527400,1,0,45.18841,-68.984705
"12681",527412,1,0,32.67821,-83.1738665
"12682",527417,0,1,32.6782075,-83.1738665
"12683",527421,1,1,32.6782075,-83.1738665
"12684",527430,0,1,32.6782075,-83.1738665
"12685",527433,1,0,32.6782075,-83.1738665
"12686",527434,0,1,32.67821,-83.1738665
"12687",527436,1,0,32.6782075,-83.1738665
"12688",527442,0,1,32.67821,-83.1738665
"12689",527455,0,1,32.6782075,-83.1738665
"12690",527458,1,0,32.6782075,-83.1738665
"12691",527468,1,0,32.6782075,-83.1738665
"12692",527472,1,0,32.6782075,-83.1738665
"12693",527482,1,0,32.67821,-83.1738665
"12694",527484,1,1,32.67821,-83.1738665
"12695",527487,1,0,32.6782075,-83.1738665
"12696",527494,0,1,41.38246,-82.019612
"12697",527498,1,0,29.54788,-95.3268995
"12698",527602,0,1,25.56292,-80.3854805
"12699",527603,0,1,25.56292,-80.3854805
"12700",527658,1,0,41.8335845,-87.732013
"12701",527660,1,0,32.6782075,-83.1738665
"12702",527752,0,1,34.6209605,-98.4225265
"12703",527807,1,0,29.68982,-98.4863935
"12704",527927,1,0,35.99527,-86.7779855
"12705",527967,1,0,40.962939,-81.6785175
"12706",528057,0,1,31.1688935,-100.0768885
"12707",528141,0,1,35.1704985,-79.861034
"12708",528142,0,1,35.89928,-81.158732
"12709",528274,1,0,19.5028935,-154.9118225
"12710",528308,1,0,37.26918,-119.3066075
"12711",528367,1,0,37.2691755,-119.3066075
"12712",528406,1,0,37.2691755,-119.3066075
"12713",528422,1,0,37.2691755,-119.3066075
"12714",528450,1,0,37.26918,-119.3066075
"12715",528553,1,0,38.898603,-77.0143985
"12716",528855,0,1,30.5059585,-97.813645
"12717",528929,0,1,38.00338,-79.420865
"12718",529105,0,1,43.1482635,-88.124513
"12719",529173,0,1,38.80511,-77.2369685
"12720",529222,1,0,40.4292275,-74.419331
"12721",529950,1,0,41.50075,-72.757385
"12722",529952,1,0,41.500753,-72.757385
"12723",529999,1,0,41.90289,-88.218062
"12724",530037,0,1,32.810012,-117.104989
"12725",530063,0,1,32.810012,-117.104989
"12726",530169,0,1,41.67368,-72.8541685
"12727",530418,0,1,31.79337,-106.4174305
"12728",530422,0,1,31.79337,-106.4174305
"12729",530423,0,1,31.79337,-106.4174305
"12730",530424,0,1,31.79337,-106.4174305
"12731",530428,0,1,31.79337,-106.4174305
"12732",530429,0,1,31.79337,-106.4174305
"12733",530435,0,1,31.79337,-106.4174305
"12734",530472,1,0,33.935822,-117.397616
"12735",530653,0,1,40.57238,-74.153947
"12736",530677,1,0,40.572376,-74.153947
"12737",530821,1,0,40.572376,-74.153947
"12738",531015,1,0,34.1682535,-111.931711
"12739",531021,1,0,34.16825,-111.931711
"12740",531031,0,1,34.1682535,-111.931711
"12741",531038,1,0,34.1682535,-111.931711
"12742",531041,1,0,34.1682535,-111.931711
"12743",531049,1,0,34.16825,-111.931711
"12744",531233,1,0,40.780709,-73.9685415
"12745",531266,1,0,41.7745715,-93.718654
"12746",531304,1,0,31.1688935,-100.0768885
"12747",531336,0,1,33.55286,-112.1246765
"12748",531516,1,0,34.02079,-118.4119065
"12749",531520,1,0,34.02079,-118.4119065
"12750",531622,1,0,34.16825,-111.931711
"12751",531668,1,0,35.84742,-86.40961
"12752",531952,1,1,34.0207895,-118.4119065
"12753",532112,1,0,36.232915,-115.223125
"12754",532194,1,0,38.898603,-77.0143985
"12755",532248,1,0,33.61764,-117.874032
"12756",532250,1,0,33.617638,-117.874032
"12757",532252,1,0,33.617638,-117.874032
"12758",532256,1,0,33.61764,-117.874032
"12759",532258,0,1,33.617638,-117.874032
"12760",532441,1,0,43.0567225,-87.9672925
"12761",532489,1,0,41.9382285,-93.389864
"12762",532633,0,1,29.09234,-81.0232725
"12763",532707,1,0,29.0923355,-81.0232725
"12764",533132,1,0,32.931834,-97.079654
"12765",533136,1,0,32.84493,-97.1342085
"12766",533143,1,0,32.84493,-97.1342085
"12767",533163,1,0,32.84493,-97.1342085
"12768",533182,1,0,35.8305215,-85.9785995
"12769",533194,0,1,41.83358,-87.732013
"12770",533228,1,0,38.96155,-76.8537235
"12771",533230,1,0,38.194099,-75.6923485
"12772",533242,1,1,28.52914,-81.1850665
"12773",533411,1,0,39.2099285,-96.5745935
"12774",533413,0,1,39.2099285,-96.5745935
"12775",533416,1,0,39.2099285,-96.5745935
"12776",533451,0,1,36.06096,-115.135165
"12777",533603,1,0,42.3136695,-71.0887125
"12778",533616,0,1,41.08088,-81.5167515
"12779",533902,1,0,32.67821,-83.1738665
"12780",533921,0,1,32.67821,-83.1738665
"12781",533984,1,0,43.06693,-73.766756
"12782",534182,1,0,41.77692,-72.524305
"12783",534215,0,1,38.88852,-104.789327
"12784",534276,0,1,41.171838,-76.8829815
"12785",534277,1,0,41.17184,-76.8829815
"12786",534280,1,0,41.171838,-76.8829815
"12787",534281,1,0,41.1179365,-77.604684
"12788",534286,1,0,41.171838,-76.8829815
"12789",534287,1,0,41.17184,-76.8829815
"12790",534288,1,0,41.17184,-76.8829815
"12791",534290,1,0,41.1179365,-77.604684
"12792",534306,0,1,40.780709,-73.9685415
"12793",534443,1,0,35.1704985,-79.861034
"12794",534463,1,0,27.698682,-83.804475
"12795",534471,1,0,27.698682,-83.804475
"12796",534485,1,0,42.7677,-78.747369
"12797",534516,0,1,41.8335845,-87.732013
"12798",534520,0,1,33.9777,-83.895515
"12799",534522,0,1,33.977698,-83.895515
"12800",534581,1,0,35.7561885,-78.837021
"12801",534594,0,1,40.43139,-79.9806895
"12802",534654,1,0,43.0567225,-87.9672925
"12803",534761,0,1,38.99794,-105.5508905
"12804",534929,0,1,38.99794,-105.5508905
"12805",535026,0,1,38.997936,-105.5508905
"12806",535226,0,1,30.7060885,-95.5472695
"12807",535243,0,1,40.78071,-73.9685415
"12808",535245,0,1,40.78071,-73.9685415
"12809",535254,0,1,32.81001,-117.104989
"12810",535273,1,1,29.49716,-95.087029
"12811",535274,1,0,29.49716,-95.087029
"12812",535276,0,1,29.49716,-95.087029
"12813",535283,0,1,38.898603,-77.0143985
"12814",535285,1,0,38.898603,-77.0143985
"12815",535290,1,1,38.898603,-77.0143985
"12816",535296,1,1,29.49716,-95.087029
"12817",535297,1,0,29.49716,-95.087029
"12818",535317,0,1,32.67821,-83.1738665
"12819",535322,0,1,32.67821,-83.1738665
"12820",535323,0,1,26.75897,-80.2719035
"12821",535335,0,1,27.69868,-83.804475
"12822",535342,0,1,35.3469015,-119.025163
"12823",535346,0,1,35.3469015,-119.025163
"12824",535347,1,0,35.3469015,-119.025163
"12825",535405,1,0,40.00487,-75.117998
"12826",535441,0,1,29.8385,-95.4464865
"12827",535572,0,1,47.85981,-122.291023
"12828",535594,1,0,42.27576,-71.812438
"12829",535603,0,1,37.822244,-85.7682405
"12830",535829,0,1,42.27084,-83.7299715
"12831",535855,1,1,29.8385,-95.4464865
"12832",535938,1,0,45.5364,-122.630908
"12833",535942,0,1,37.41437,-122.14403
"12834",535944,0,1,37.41437,-122.14403
"12835",535945,0,1,37.39685,-122.0814425
"12836",535974,1,1,34.16825,-111.931711
"12837",536045,1,0,40.780709,-73.9685415
"12838",536057,1,0,40.780709,-73.9685415
"12839",536061,1,0,40.780709,-73.9685415
"12840",536062,1,0,40.780709,-73.9685415
"12841",536065,1,0,40.78071,-73.9685415
"12842",536075,1,0,40.6573505,-73.673237
"12843",536084,1,0,40.780709,-73.9685415
"12844",536127,1,0,40.65735,-73.673237
"12845",536129,1,0,40.780709,-73.9685415
"12846",536208,1,0,40.780709,-73.9685415
"12847",536256,0,1,44.81952,-91.509719
"12848",536293,0,1,41.62396,-88.223062
"12849",536294,1,0,41.88153,-87.843915
"12850",536487,1,0,34.1682535,-111.931711
"12851",536507,0,1,41.49339,-81.669523
"12852",536508,0,1,41.16525,-81.511516
"12853",536534,0,1,38.8787075,-77.425155
"12854",536538,1,0,37.26918,-119.3066075
"12855",536566,1,0,40.43139,-79.9806895
"12856",536577,1,0,40.431389,-79.9806895
"12857",536762,1,0,34.18196,-119.165389
"12858",536832,0,1,38.0033755,-79.420865
"12859",536918,1,0,25.7583,-80.4408325
"12860",536976,1,0,25.72375,-80.371628
"12861",537025,1,0,26.02789,-80.3279985
"12862",537053,0,1,42.237147,-97.013513
"12863",537068,1,0,35.72929,-81.33066
"12864",537083,1,0,42.196617,-71.444316
"12865",537119,0,1,38.5585535,-121.739163
"12866",537314,1,0,32.5025,-94.585624
"12867",537499,0,1,29.54788,-95.3268995
"12868",537503,1,1,29.8385,-95.4464865
"12869",537505,0,1,29.54788,-95.3268995
"12870",537569,0,1,29.838495,-95.4464865
"12871",537570,0,1,29.838495,-95.4464865
"12872",537608,1,0,37.26918,-119.3066075
"12873",537695,0,1,38.30456,-92.4367735
"12874",537702,1,0,33.2024955,-97.1147705
"12875",537732,0,1,40.591825,-75.4839355
"12876",537736,1,1,40.59183,-75.4839355
"12877",537737,0,1,40.59183,-75.4839355
"12878",537741,1,0,39.93107,-75.0398505
"12879",537755,1,0,38.3045585,-92.4367735
"12880",537831,1,0,40.1252735,-83.139281
"12881",537832,1,0,40.1252735,-83.139281
"12882",537887,1,0,37.64391,-77.5223735
"12883",537963,1,0,41.84326,-87.7909645
"12884",538036,0,1,35.1704985,-79.861034
"12885",538041,1,0,35.209059,-80.8467855
"12886",538052,1,0,35.1272405,-80.7092255
"12887",538054,1,0,35.209059,-80.8467855
"12888",538055,1,0,35.209059,-80.8467855
"12889",538066,0,1,34.008338,-84.1339925
"12890",538084,0,1,32.907642,-96.621634
"12891",538090,1,0,40.78071,-73.9685415
"12892",538203,1,0,27.698682,-83.804475
"12893",538222,1,0,25.596807,-80.3857485
"12894",538246,1,0,25.59681,-80.3857485
"12895",538291,1,0,40.78071,-73.9685415
"12896",538312,1,0,29.838495,-95.4464865
"12897",538320,1,0,34.583629,-118.125196
"12898",538509,1,0,40.5641905,-105.0639425
"12899",538603,1,0,32.57623,-86.6807375
"12900",538616,1,0,29.89561,-97.9351915
"12901",538631,1,0,41.0065365,-85.7744495
"12902",538634,1,0,32.67821,-83.1738665
"12903",538708,1,0,29.838495,-95.4464865
"12904",538710,0,1,40.80324,-96.6965625
"12905",538728,1,0,34.057348,-117.319871
"12906",538741,0,1,41.8335845,-87.732013
"12907",538747,0,1,40.00487,-75.117998
"12908",538758,1,0,38.41135,-96.187228
"12909",538760,1,0,38.41135,-96.187228
"12910",538761,1,0,35.6749095,-85.7848725
"12911",538763,0,1,33.7671945,-84.433106
"12912",538768,0,1,33.7671945,-84.433106
"12913",538882,0,1,42.24473,-71.98294
"12914",538886,1,0,48.088757,-122.1645275
"12915",538904,1,0,41.85174,-88.113245
"12916",538911,1,0,32.65568,-97.011168
"12917",538932,1,0,38.30456,-92.4367735
"12918",538949,0,1,29.4175,-98.5406515
"12919",538953,1,0,41.635932,-88.0961265
"12920",538977,1,0,37.26918,-119.3066075
"12921",538984,0,1,33.83961,-118.2480625
"12922",538998,0,1,33.45824,-112.133221
"12923",539092,1,1,42.74662,-75.770041
"12924",539093,0,1,42.74662,-75.770041
"12925",539094,0,1,42.74662,-75.770041
"12926",539117,0,1,40.67088,-73.8311875
"12927",539125,0,1,28.5016785,-81.3677725
"12928",539137,1,0,35.1783695,-85.186247
"12929",539142,1,0,35.17837,-85.186247
"12930",539145,1,0,35.1783695,-85.186247
"12931",539148,1,0,35.1783695,-85.186247
"12932",539151,1,0,35.1783695,-85.186247
"12933",539157,1,0,35.1783695,-85.186247
"12934",539160,1,0,35.1783695,-85.186247
"12935",539168,1,0,32.81986,-96.7617535
"12936",539169,1,1,35.17837,-85.186247
"12937",539170,1,0,35.1783695,-85.186247
"12938",539172,1,0,35.1783695,-85.186247
"12939",539176,1,0,32.8198585,-96.7617535
"12940",539181,1,0,35.17837,-85.186247
"12941",539183,1,0,35.17837,-85.186247
"12942",539185,1,0,35.1783695,-85.186247
"12943",539186,1,0,35.1783695,-85.186247
"12944",539190,1,0,35.0919545,-85.242564
"12945",539194,1,0,35.644325,-88.838595
"12946",539196,1,0,35.1783695,-85.186247
"12947",539205,1,0,35.17837,-85.186247
"12948",539206,1,0,35.17837,-85.186247
"12949",539208,1,0,35.1783695,-85.186247
"12950",539210,1,0,35.1783695,-85.186247
"12951",539214,1,0,32.8198585,-96.7617535
"12952",539217,1,0,35.1783695,-85.186247
"12953",539218,1,0,35.17837,-85.186247
"12954",539220,1,0,35.17837,-85.186247
"12955",539222,1,0,35.1783695,-85.186247
"12956",539224,1,0,35.1783695,-85.186247
"12957",539225,1,0,35.1783695,-85.186247
"12958",539230,1,0,35.17837,-85.186247
"12959",539231,1,0,35.1783695,-85.186247
"12960",539233,1,0,32.8198585,-96.7617535
"12961",539234,1,0,35.1783695,-85.186247
"12962",539237,1,0,35.1783695,-85.186247
"12963",539242,1,0,32.81986,-96.7617535
"12964",539248,1,0,35.1783695,-85.186247
"12965",539254,1,0,35.17837,-85.186247
"12966",539257,1,0,35.1783695,-85.186247
"12967",539268,1,0,35.13288,-85.1111085
"12968",539274,1,0,35.17837,-85.186247
"12969",539280,1,0,35.17837,-85.186247
"12970",539281,1,0,35.17837,-85.186247
"12971",539282,1,0,35.1783695,-85.186247
"12972",539285,1,0,35.1783695,-85.186247
"12973",539287,1,0,35.13288,-85.1111085
"12974",539292,1,0,35.1783695,-85.186247
"12975",539293,1,0,35.13288,-85.1111085
"12976",539295,1,0,35.1783695,-85.186247
"12977",539303,1,0,35.17837,-85.186247
"12978",539304,1,0,35.17837,-85.186247
"12979",539309,1,0,35.1783695,-85.186247
"12980",539316,1,0,32.81986,-96.7617535
"12981",539318,1,0,35.1783695,-85.186247
"12982",539319,1,0,35.17837,-85.186247
"12983",539321,1,0,35.1783695,-85.186247
"12984",539322,1,0,35.09195,-85.242564
"12985",539331,1,0,35.17837,-85.186247
"12986",539335,1,0,35.1783695,-85.186247
"12987",539336,1,0,35.17837,-85.186247
"12988",539338,1,0,32.81986,-96.7617535
"12989",539351,1,0,35.1783695,-85.186247
"12990",539357,1,0,35.1783695,-85.186247
"12991",539360,1,0,35.17837,-85.186247
"12992",539361,1,0,35.17837,-85.186247
"12993",539363,1,0,35.1783695,-85.186247
"12994",539364,1,0,35.13288,-85.1111085
"12995",539368,1,0,35.17837,-85.186247
"12996",539374,1,0,35.13288,-85.1111085
"12997",539378,1,0,32.8198585,-96.7617535
"12998",539379,1,0,35.1783695,-85.186247
"12999",539383,1,0,35.1783695,-85.186247
"13000",539384,1,0,35.1783695,-85.186247
"13001",539388,1,0,35.17837,-85.186247
"13002",539394,1,0,35.1783695,-85.186247
"13003",539396,1,0,35.13288,-85.1111085
"13004",539397,1,0,35.1783695,-85.186247
"13005",539400,1,1,35.1783695,-85.186247
"13006",539401,1,0,35.13288,-85.1111085
"13007",539405,1,0,35.1783695,-85.186247
"13008",539410,1,0,35.1783695,-85.186247
"13009",539412,1,0,35.17837,-85.186247
"13010",539415,1,0,35.17837,-85.186247
"13011",539420,1,0,35.17837,-85.186247
"13012",539425,1,0,32.8198585,-96.7617535
"13013",539429,1,0,35.1783695,-85.186247
"13014",539436,1,0,35.1783695,-85.186247
"13015",539443,1,0,35.1783695,-85.186247
"13016",539450,1,0,35.17837,-85.186247
"13017",539452,1,0,35.1783695,-85.186247
"13018",539454,1,0,35.17837,-85.186247
"13019",539458,1,0,35.1783695,-85.186247
"13020",539459,1,0,35.17837,-85.186247
"13021",539462,1,0,35.17837,-85.186247
"13022",539463,1,0,35.1783695,-85.186247
"13023",539464,1,0,35.1783695,-85.186247
"13024",539465,1,0,35.13288,-85.1111085
"13025",539476,1,0,35.17837,-85.186247
"13026",539485,1,0,35.13288,-85.1111085
"13027",539487,1,0,32.81986,-96.7617535
"13028",539489,1,0,32.8198585,-96.7617535
"13029",539490,1,0,32.93183,-97.079654
"13030",539492,1,0,35.17837,-85.186247
"13031",539494,1,0,35.1783695,-85.186247
"13032",539495,1,0,35.1783695,-85.186247
"13033",539497,1,0,35.17837,-85.186247
"13034",539505,1,0,35.13288,-85.1111085
"13035",539506,1,0,35.17837,-85.186247
"13036",539512,1,1,35.1783695,-85.186247
"13037",539513,1,0,32.8198585,-96.7617535
"13038",539517,1,0,35.1783695,-85.186247
"13039",539522,1,0,32.8198585,-96.7617535
"13040",539523,1,0,35.1783695,-85.186247
"13041",539529,1,0,35.17837,-85.186247
"13042",539531,1,0,35.17837,-85.186247
"13043",539533,1,0,35.13288,-85.1111085
"13044",539542,1,0,35.13288,-85.1111085
"13045",539547,1,0,35.17837,-85.186247
"13046",539555,1,0,35.17837,-85.186247
"13047",539556,1,0,35.1783695,-85.186247
"13048",539560,1,0,35.1783695,-85.186247
"13049",539562,1,0,35.1783695,-85.186247
"13050",539566,1,0,35.13288,-85.1111085
"13051",539570,1,0,35.13288,-85.1111085
"13052",539575,1,0,35.13288,-85.1111085
"13053",539577,1,0,35.17837,-85.186247
"13054",539579,1,0,35.17837,-85.186247
"13055",539584,1,0,32.81986,-96.7617535
"13056",539585,1,0,35.1783695,-85.186247
"13057",539586,1,0,35.1783695,-85.186247
"13058",539593,1,0,35.17837,-85.186247
"13059",539599,1,0,35.1783695,-85.186247
"13060",539601,1,0,35.17837,-85.186247
"13061",539604,1,0,35.1783695,-85.186247
"13062",539613,1,0,35.13288,-85.1111085
"13063",539621,1,0,35.1783695,-85.186247
"13064",539630,1,0,35.1783695,-85.186247
"13065",539631,1,0,35.17837,-85.186247
"13066",539638,1,0,35.17837,-85.186247
"13067",539640,1,0,35.17837,-85.186247
"13068",539644,1,0,35.17837,-85.186247
"13069",539650,1,0,35.17837,-85.186247
"13070",539653,1,0,35.17837,-85.186247
"13071",539655,1,0,35.1783695,-85.186247
"13072",539669,1,0,35.644325,-88.838595
"13073",539671,1,0,35.13288,-85.1111085
"13074",539676,1,0,35.1783695,-85.186247
"13075",539677,1,0,35.13288,-85.1111085
"13076",539683,1,0,35.17837,-85.186247
"13077",539685,1,0,35.1783695,-85.186247
"13078",539686,1,0,35.13288,-85.1111085
"13079",539690,1,0,35.1783695,-85.186247
"13080",539692,1,0,35.1783695,-85.186247
"13081",539698,1,0,35.1783695,-85.186247
"13082",539699,1,0,35.1783695,-85.186247
"13083",539701,1,0,35.09195,-85.242564
"13084",539707,1,0,32.8198585,-96.7617535
"13085",539710,1,0,32.8198585,-96.7617535
"13086",539712,1,0,35.17837,-85.186247
"13087",539713,1,0,35.17837,-85.186247
"13088",539719,1,0,35.09195,-85.242564
"13089",539722,1,0,35.1783695,-85.186247
"13090",539725,1,0,35.1783695,-85.186247
"13091",539730,1,0,35.1783695,-85.186247
"13092",539734,1,0,35.1783695,-85.186247
"13093",539737,1,0,35.1783695,-85.186247
"13094",539740,1,0,35.13288,-85.1111085
"13095",539743,1,0,35.1783695,-85.186247
"13096",539744,0,1,40.94306,-74.657639
"13097",539750,1,0,34.35467,-89.53377
"13098",539774,1,0,42.746617,-75.770041
"13099",539794,0,1,32.810012,-117.104989
"13100",539822,0,1,38.4982,-98.319925
"13101",539823,0,1,38.4982,-98.319925
"13102",539844,0,1,31.1688935,-100.0768885
"13103",539870,1,1,41.11794,-77.604684
"13104",539871,1,1,35.1704985,-79.861034
"13105",539881,0,1,33.121484,-117.2879235
"13106",539891,1,0,32.810012,-117.104989
"13107",539893,0,1,33.12148,-117.2879235
"13108",539904,0,1,33.121484,-117.2879235
"13109",539921,0,1,33.12148,-117.2879235
"13110",539956,0,1,33.12148,-117.2879235
"13111",539958,1,0,32.81001,-117.104989
"13112",539966,1,0,32.81001,-117.104989
"13113",539982,0,1,33.12148,-117.2879235
"13114",539997,0,1,33.121484,-117.2879235
"13115",540063,0,1,32.81001,-117.104989
"13116",540073,0,1,33.12148,-117.2879235
"13117",540078,0,1,33.121484,-117.2879235
"13118",540114,0,1,33.12148,-117.2879235
"13119",540118,0,1,33.121484,-117.2879235
"13120",540133,0,1,42.841228,-85.732272
"13121",540466,1,0,31.16889,-100.0768885
"13122",540472,1,0,41.93463,-87.884865
"13123",540501,0,1,32.342708,-111.032309
"13124",540552,0,1,40.780709,-73.9685415
"13125",540592,1,0,36.200008,-86.791549
"13126",540606,1,0,28.784184,-81.2831215
"13127",540780,1,0,41.08692,-85.1700515
"13128",540783,0,1,41.83358,-87.732013
"13129",540918,0,1,38.898603,-77.0143985
"13130",540919,0,1,45.63059,-122.5889745
"13131",540924,1,0,42.492846,-83.0269885
"13132",540958,0,1,41.6502255,-71.0031835
"13133",541000,1,0,28.0768615,-82.432361
"13134",541050,0,1,34.16825,-111.931711
"13135",541059,0,1,29.63834,-82.368279
"13136",541091,1,0,30.3233455,-97.754724
"13137",541092,1,0,30.3233455,-97.754724
"13138",541147,1,0,33.93582,-117.397616
"13139",541153,1,0,33.93582,-117.397616
"13140",541202,1,0,32.604786,-96.785531
"13141",541211,0,1,48.1449595,-122.199342
"13142",541214,0,1,48.1449595,-122.199342
"13143",541240,1,0,34.133783,-118.03082
"13144",541322,0,1,34.0207895,-118.4119065
"13145",541495,0,1,36.6123495,-88.3246495
"13146",541522,0,1,41.11794,-77.604684
"13147",541523,1,0,32.81986,-96.7617535
"13148",541527,1,0,31.16889,-100.0768885
"13149",541528,1,0,31.16889,-100.0768885
"13150",541901,1,0,44.97061,-93.2620465
"13151",541980,0,1,40.7055975,-73.977717
"13152",541981,1,0,40.6708795,-73.8311875
"13153",541989,1,0,40.6708795,-73.8311875
"13154",541991,1,0,40.7056,-73.977717
"13155",541999,0,1,40.7055975,-73.977717
"13156",542002,1,0,40.6708795,-73.8311875
"13157",542005,0,1,40.67088,-73.8311875
"13158",542132,0,1,45.536402,-122.630908
"13159",542283,1,0,36.8167055,-115.391558
"13160",542376,0,1,41.500753,-72.757385
"13161",542382,1,0,41.6989755,-81.3402865
"13162",542471,0,1,34.16825,-111.931711
"13163",542504,1,0,32.8479465,-79.837322
"13164",542521,1,0,32.70185,-97.1356375
"13165",542524,1,0,32.57355,-97.116784
"13166",542548,0,1,43.61207,-116.399697
"13167",542585,0,1,42.74672,-84.4816265
"13168",542590,0,1,47.61482,-122.3306025
"13169",542900,1,0,36.96567,-86.4355085
"13170",543262,1,0,39.78953,-75.0286395
"13171",543461,0,1,45.00118,-86.2705395
"13172",543473,1,0,25.74694,-80.368565
"13173",543496,1,0,38.88852,-104.789327
"13174",543542,1,0,45.00118,-86.2705395
"13175",543556,1,0,45.00118,-86.2705395
"13176",543558,1,0,45.00118,-86.2705395
"13177",543563,0,1,45.00118,-86.2705395
"13178",543571,1,0,45.00118,-86.2705395
"13179",543579,1,0,45.00118,-86.2705395
"13180",543581,1,0,45.00118,-86.2705395
"13181",543583,1,0,45.00118,-86.2705395
"13182",543607,1,0,45.00118,-86.2705395
